"lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
-75.886888,45.569689,4.65638542175293,10.6236877441406,24.6713943481445,1153.64929199219,25.5445003509521,-17.5162506103516,43.0607528686523,13.3030834197998,-9.2165002822876,18.1367492675781,-10.2289581298828,1012,98,64,14.2155494689941,287,201,281,213
-72.0339,42.941094,6.60544776916504,11.8599376678467,30.7742576599121,972.133117675781,25.9885005950928,-12.5500001907349,38.538501739502,2.50987505912781,-4.79691696166992,18.3105411529541,-5.65008354187012,1181,114,87,8.00635623931885,316,272,302,281
-79.39445,40.408854,10.0064373016357,12.5045833587646,34.5927391052246,893.42138671875,28.4965000152588,-7.65149974822998,36.1479988098145,18.6778335571289,-1.29570829868317,20.7535839080811,-1.29570829868317,1054,112,65,17.3786659240723,322,209,316,209
-122.306947,40.838834,13.0906047821045,14.616042137146,45.2824478149414,668.157653808594,32.4700012207031,0.192499995231628,32.2775001525879,6.20654153823853,21.4705429077148,21.6117496490479,5.64275026321411,1440,255,7,79.4209747314453,699,43,57,692
-122.330998,40.870072,13.0906047821045,14.616042137146,45.2824478149414,668.157653808594,32.4700012207031,0.192499995231628,32.2775001525879,6.20654153823853,21.4705429077148,21.6117496490479,5.64275026321411,1440,255,7,79.4209747314453,699,43,57,692
-71.025376,42.705987,9.1333122253418,11.519832611084,30.8239459991455,932.386413574219,28.1227493286133,-9.2502498626709,37.3730010986328,0.115374885499477,20.5578746795654,20.5578746795654,-2.53520846366882,1107,106,82,8.34590530395508,302,252,252,278
-72.356338,41.962102,8.90944766998291,11.6414375305176,31.220121383667,938.010925292969,27.7177505493164,-9.57050037384033,37.2882499694824,4.86870813369751,-2.03591680526733,20.2334995269775,-2.92554187774658,1208,109,86,5.60088062286377,315,285,296,288
-76.012487,45.351514,5.33206272125244,10.6004581451416,24.6548080444336,1160.32727050781,26.2872505187988,-16.7082500457764,42.9954986572266,18.0102500915527,-3.25712513923645,18.8937911987305,-9.6812915802002,885,91,52,16.0952625274658,260,174,258,186
-75.5829,40.873275,8.74728107452393,11.7875204086304,32.5161781311035,916.935668945312,27.2927494049072,-8.95849990844727,36.2512512207031,17.3591251373291,-2.04270815849304,19.7200832366943,-2.76099991798401,1188,121,73,13.7906427383423,343,245,329,246
-68.587896,46.073482,3.95661449432373,12.1581039428711,27.990364074707,1107.81494140625,24.8082504272461,-18.6284999847412,43.4367523193359,17.109001159668,-9.07508373260498,17.109001159668,-10.3443746566772,1025,102,56,15.2200479507446,295,200,295,213
-70.927762,42.033258,9.92533302307129,10.54212474823,29.9211673736572,889.377258300781,27.9402503967285,-7.29274988174438,35.2330017089844,1.45537495613098,18.3868751525879,20.9177093505859,-1.08429169654846,1210,114,86,9.04710483551025,332,266,274,313
-66.653226,45.839615,5.45580196380615,11.1997709274292,27.4344482421875,1050.03930664062,25.6439990997314,-15.1797504425049,40.8237495422363,-4.87424993515015,-2.04504156112671,18.023250579834,-8.04787540435791,1149,111,80,9.19336891174316,324,265,271,298
-78.193731,44.379632,5.94424962997437,10.8192081451416,26.9337215423584,1054.44128417969,25.9287490844727,-14.2410001754761,40.169750213623,7.93145799636841,-1.72287499904633,18.4420833587646,-7.52666664123535,910,92,55,14.2448129653931,259,185,236,201
-80.613153,47.597408,1.74285423755646,11.992000579834,25.6540813446045,1222.15942382812,23.8212509155273,-22.9237499237061,46.745002746582,14.8852500915527,-6.92300033569336,15.9017925262451,-14.1694583892822,819,91,46,23.1221218109131,255,147,252,157
-76.383447,45.137823,5.30848932266235,10.6150207519531,25.4086151123047,1115.68920898438,25.8479995727539,-15.9292497634888,41.7772483825684,17.5734577178955,-8.05891704559326,18.4302501678467,-9.03529167175293,866,88,50,15.2954568862915,247,174,242,180
-61.221615,45.465869,5.76058864593506,7.25665140151978,23.2188987731934,828.580383300781,21.5834865570068,-9.6697244644165,31.2532119750977,-0.290825575590134,15.041895866394,16.1646785736084,-4.46422004699707,1610,182,106,16.9848098754883,494,331,332,420
-80.52786,41.971786,8.94874000549316,9.98022937774658,28.4718265533447,926.465454101562,26.7762508392334,-8.27674961090088,35.0530014038086,19.577917098999,-2.09212493896484,20.0480003356934,-2.62016654014587,1035,104,54,18.9411468505859,298,187,297,201
-75.428905,40.803845,9.91186428070068,12.0981044769287,32.8589859008789,926.736389160156,28.7252502441406,-8.0930004119873,36.8182525634766,18.7874164581299,-1.74637496471405,21.0877075195312,-1.74637496471405,1163,117,70,13.304835319519,331,243,320,243
-69.070633,44.23926,6.99776029586792,9.92960453033447,27.1429843902588,942.594970703125,25.1015014648438,-11.4810810089111,36.5825805664062,2.96656656265259,18.3644638061523,18.3644638061523,-4.97927951812744,1223,136,83,15.8009643554688,369,259,259,303
-79.098389,44.820392,5.45543766021729,10.8102922439575,26.8092460632324,1068.20556640625,25.355749130249,-14.9672498703003,40.322998046875,7.70208358764648,-2.53600001335144,17.9901256561279,-8.18154144287109,1037,106,64,14.693922996521,298,206,253,252
-71.539434,42.421087,8.7072811126709,11.9927291870117,31.6024341583252,945.929565429688,27.8047504425049,-10.1440000534058,37.9487495422363,4.7550835609436,-2.37183332443237,20.1595001220703,-3.16604161262512,1194,115,88,6.71516132354736,321,289,295,290
-84.473356,46.62712,4.20854187011719,10.7314586639404,26.968713760376,1048.28198242188,24.0922508239746,-15.6999998092651,39.7922515869141,12.2522506713867,-3.67283320426941,16.5363330841064,-9.06375026702881,954,104,51,19.2118072509766,289,176,256,212
-77.920433,42.695462,8.22569751739502,11.1771039962769,30.2904605865479,955.394409179688,27.30299949646,-9.59675025939941,36.8997497558594,19.8258743286133,-2.9154999256134,19.8258743286133,-3.73550009727478,861,97,42,23.8740005493164,263,144,263,152
-73.866883,42.494575,8.20338535308838,11.660228729248,30.3776397705078,969.700439453125,27.4899997711182,-10.8942499160767,38.3842506408691,17.7908325195312,-4.12554168701172,19.8525829315186,-4.12554168701172,1002,100,61,14.5684967041016,293,203,283,203
-70.905701,44.169948,5.96111440658569,12.3870210647583,30.3553237915039,1006.18408203125,25.9487495422363,-14.8579998016357,40.8067474365234,1.38045847415924,-5.70116662979126,18.1113338470459,-6.8439998626709,1138,118,78,11.5926742553711,317,244,300,260
